肉蛋奶警告,「肉蛋奶警告」是指科普账号「回形针Paperclip 」在2018年3月21日与「世界自然基金会」合作发布的视频：「如何快速消灭巴西森林」中提到：「我们（中国人）的肉蛋奶消费却可以实实在在影响巴西森林的存亡」，引发争议。视频中，包含大量呼吁中国人少吃肉的语句，故被网友们成为「肉蛋奶警告」。
太好孝了,太好孝了是什么梗太好孝了，意思是太好笑了，之所以用孝来代替笑，是因为令人发笑的这件事是“孝顺行为”。为什么打上引号呢?因为这些孝顺行为并不是对父母长辈的孝，而是对偶像的“孝”，本质上是一种过度崇拜。太好孝了的“孝”，轻则是表现在对偶像的无脑吹捧，重则是在把偶像的位置放在父母之上。现在网友们在评论一些好笑的事情时，有的会用到“好孝”这个梗，例如“太好孝了”“孝死我了”“你孝起来真好看”&quot;看不见你的孝我怎能睡得着&quot;。
原年人,原年人是什么梗原年人，就是指“原地过年的人”。原年人，疫情期间的春节到来之际，为减少大规模人员流动，全国各地都提倡，条件允许情况下留在工作所在地过年，新词“原年人”应运而生，成为继“打工人”之后的全民热词。
盒马配送员,盒马配送员是什么梗盒马配送员：用来委婉地告诉别人“你菜到家 ”。近期PDD、大司马直播间新 “你好，我是盒马配送员，刚才电话你没接，我想告诉你，你菜到家了 。&amp;nbsp;后来网友通过自称“盒马配送员”示对方太菜了，幽默且不伤和气，暗屡试屡爽。——微博@语文指挥中心
亲爱的周游,亲爱的周游是什么梗亲爱的周游，是最近在刷抖音的时候，经常看到一些视频，标题都是“亲爱的周游”，还有在评论里，也会看到“亲爱的周游”。周游，最早是一个叫故野的女孩子写的随笔，在这里，周游不仅仅代表一个人，反而是可以代表任何人。周游可以是你心中所念之人，可以是另一个你，可以是你错过的人，你觉得周游是谁周游就是你的谁。简单来说，这个名字就是一个符号，这个符号的背后是一个鲜明的人。你可以不用暴露他的隐私和特征，就可以写下想说的话。现在的信息这么发达，有的人明明想说很多话，但是却不敢发在网上，又想记录下来，
被邻居大妈支配的恐惧,被邻居大妈支配的恐惧是什么梗被邻居大妈支配的恐惧，这个梗的意思其实是很明了的，就是在茶余饭后，也许你的一些事情就已经成了大妈们的谈资了，在你认为无所谓的话题上，大妈们聊的风生水起，唾沫横飞。在上网冲浪的时候能看到各大交流网站上出现了被邻居大妈支配的恐惧的评论。被邻居大妈支配的恐惧这个梗来自于最近的一个抖音短视频，视频中，两位奶奶聊着聊着别人的私事，窃窃私语的有点搞笑。后来，这一个视频被网友添油加醋了一顿，在视频中添加了一些文字。添上字的视频和图片看上去更加的生动有趣。
店无书砸,店无书砸是什么梗店无书砸，即书店里没有您的书，我就把书店给砸了的缩写，通常表示此人言论极其精彩。店无书砸，多出现在b战评论区里的对话之中，因为某些人的评论十分亮眼，此话用于表达对这些神评的推崇。
小美我的美,小美我的美是什么梗小美我的美，是短视频博主溺满的搞笑段子，在视频中，他和室友扮成恋人的段子非常搞笑，因此吸引了不少网友们的关注。小美我的美，这个梗出自抖音博主溺满，溺满和小美的爱情故事是他和室友配音演出的搞笑段子。视频中，他深爱着小美，而口头禅就是小美小美我的美，但没有想到的是小美是个男人。王者荣耀里面有孙尚香这个英雄，孙尚香的游戏语音里面有一句话：“本小姐，是废墟中唯一的信仰。”而溺满在视频中，他深情喊话：小美才是废墟中唯一的信仰，这段视频既搞笑又荒唐，吸引了很多人的关注。在那之后，就开始有人用
蚌埠住了,"蚌埠住了是什么梗蚌埠住了，即绷不住了的谐音。蚌埠：bèng bù&amp;nbsp;蚌埠住了，这是一个谐音梗，贴吧常用，用来形容自己情感上受到了较大冲击，快撑不住了要哭/要笑了等。成年人或者未成年人的崩溃都是一瞬间的,没准哪个瞬间就想哭了,所以这个时候就可以使用“蚌埠住了”。现今大家的压力都是非常大的，都喜欢上网来冲刷压力，因此经常可以在网上看到大家评论回复“蚌埠住了”这个词来表达生活中不如意的事情。"
人间造妈机,人间造妈机是什么梗人间造妈机，是形容某个明星很可爱，收获了大批想当她妈妈的粉丝，因为吸妈粉的能力太强，仿佛一个自动吸妈粉机器，所以称他为人间造妈机。人间造妈机，常用于粉丝夸自家偶像可爱的时候。
幸好我不识字,幸好我不识字是什么梗幸好我不识字，最初是在遇到秀恩爱的内容时，被秀到的人们所作出的反应，一句幸好我不识字表现出一种不想看到秀恩爱时装不明白，自我逃避的情绪。幸好我不识字，现在在遇到不想看到的内容时也可以这么说。
饭锅炸了,饭锅炸了是什么梗饭锅炸了，也叫作饭锅爆炸，指编的故事过于离谱，假到让人听不下去了。饭锅炸了，该梗来自贴吧，某吧曾有一位叫煮饭婆的吧友，非常爱编故事，后来吧友们把爱编故事、编料的人统称煮饭婆。煮饭就是编故事，饭锅爆炸就是太假了编不下去了，还有补锅就是又圆回来了，女娲补锅就是把有明显逻辑问题的非常假的故事也圆回来了，且圆得很好。
饭锅爆炸,饭锅爆炸是什么梗饭锅爆炸，也叫作饭锅炸了，指编的故事过于离谱，假到让人听不下去了。饭锅爆炸，该梗来自贴吧，某吧曾有一位叫煮饭婆的吧友，非常爱编故事，后来吧友们把爱编故事、编料的人统称煮饭婆。煮饭就是编故事，饭锅爆炸就是太假了编不下去了，还有补锅就是又圆回来了，女娲补锅就是把有明显逻辑问题的非常假的故事也圆回来了，且圆得很好。
印尼的雷,印尼的雷是什么梗印尼的雷，本来是印尼的天气频繁打雷的意思，现在是粉丝自我调侃是印尼的雷，也是大家对一个人表示不满的方式，很讨厌一个人的话就下单印尼的雷给他。印尼的雷，是近段时间由董子健和倪妮主演的新剧《流金岁月》正在热播，董子健在剧中饰演的谢宏祖人设遭到一众网友的吐槽，不仅懦弱无能被称是妈宝男，还背叛朱锁锁，被骂是渣男，尤其是最新剧情里谢宏祖迫于妈妈的压力，无奈与朱锁锁离婚了，令网友们气到肝疼，对谢宏祖无限失望。因此最近看了流金岁月的人，都想要召唤印尼的雷来劈死谢宏祖了，以至于印尼的雷都缺货了。在
前方低能,前方低能是什么梗前方低能，来源于【非正式会谈】主持人大左的名言，意思是：接下来那个人可能要做一个比较蠢的行为。例如，在看视频时.我知道这个人接下来要做一个傻傻的行为，所以我发了一个弹幕——前方低能。
深圳女孩,深圳女孩是什么梗深圳女孩，指那些每次聚会不聊八卦不吹水，都是在聊如何“搞钱”的深圳女孩，买房/炒股/ 基金/项目/副业....“说我没人要可以，但不能说我赚不到钱!”深圳女孩，泛指一心只想搞钱的女生。由于深圳打拼的女孩儿们给外界的印象都是，聚会一般只谈怎么搞钱和怎么搞更多的钱，深圳买房的人当中超过一半都是女性，且在深圳女性创业者很多等等。爱情哪有搞钱重要！所以，之前大家用搞钱来形容深圳女孩，现在用深圳女孩来形容搞钱。例句：以前我以为我只是个平平无奇的爱搞钱的重庆女孩儿，现在才知道原来我是一个地地道
小丑竟是我自己,小丑竟是我自己是什么梗小丑竟是我自己，最近这个梗火了起来，很多网友都在玩这个梗。小丑竟是我自己，多用来指舔着脸尽力讨好别人自己却得不到任何回报和问候。比如某男生特别喜欢一女生（舔狗），到头来发现自己什么回报也得不到，像个小丑一样丑陋。
四斤大豆三根皮带,四斤大豆三根皮带是什么梗四斤大豆三根皮带，出自《灌篮高手》这部动漫的OP1《好想大声说爱你（君が好きだと叫びたい）》日语发音：四斤大豆、三根皮带。灌篮高手主题曲《好想大声说爱你》这首歌有一个神奇的地方便是越听越想听，听到后面就空耳了，特别是当你听到副歌部分跟着唱出来是就变成了：四斤大豆三根皮带。四斤大豆三根皮带，就是动画《灌篮高手》op《君が好きだと叫びたい》副歌部分的空耳。日语：君が好きだと叫びたい&amp;nbsp;&amp;nbsp;中文：好想大声说我喜欢你
心中无女人拔刀自然神,心中无女人拔刀自然神是什么梗心中无女人拔刀自然神，这个梗出自一个视频博主【即墨龙三岁】这个博主分享的一个视频中有的女方给男方发了一张自己的自拍，穿着jk制服和黑丝的那种，但是男方不为所动。但是这个女生再给难受发了一张守望先锋中源氏的金刀(一把很帅并且不不容易获得的武器外观)的图片，引起了这个男生的兴趣。然后女生就很伤心，因为男生对她的照片无动于衷却对游戏这么上心，就问男生：什么意思，我给你发照片你就敷衍一下，一把游戏数据你比对我还在意还要激动。男生立即进行了反驳：你这是对一个剑士的侮辱，然后就是经
沙口,沙口是什么梗沙口是一个谐音梗，是指小丑的意思，沙口指英雄联盟里的小丑萨科。沙口，是英雄联盟主播的梗，来由是游戏lol里的一个英雄人物——小丑“萨科”（Shaco）。在英雄联盟游戏直播和弹幕中经常能看到的“沙口”这个词了。通常网友会把那些，明明自己比较垃圾，但还是哗众取宠，最后被现实打脸的人称为“小丑”，就会说像个小丑一样，像个沙口一样。说人像沙口一样，就是像小丑一样的意思。
龙岗无敌手,龙岗无敌手是什么梗龙岗无敌手和南山必胜客分别是网友们对华为和腾讯的调侃。龙岗无敌手，华为坐落于深圳龙岗区，因为华为在龙岗区的法院打官司从来没有输过，所以有很多网友调侃称之为“龙岗无敌手”。南山必胜客，指的是腾讯的法务部，这是网友给他们取的别称，因为腾讯的诉讼团队是公认的最强法务团队。
全糖去冰,全糖去冰是什么梗全糖去冰，本来是买奶茶时的要求的一种，“全糖”即加满份糖（满份是多少糖一般每家奶茶店有自己的规则），去冰就是不要加入冰块（奶茶本身一般是热的）。按这样的要求做出的奶茶，一般是甜甜的、暖暖的。全糖去冰，意为既甜，又表示很温暖的意思，所以用来形容人的时候，比如“全糖去冰女孩”，就是形容这个女孩儿长相甜美，脾气温柔。朋友圈还有好多文案称“2021全糖去冰”的，比如：希望大家2021年全糖去冰，即是表达对2021全年甜蜜温暖的一个美好期许。
立旗人,立旗人是什么梗立旗人，这里的旗指的是flag，立旗就是立flag，立旗人就是由立flag引申出来的。立旗人，一个人立下了目标X，被认为是立下了flag。立flag是一个网络流行词，意思是指说一句振奋或鼓励的话，或者立下一个要实现的目标。比如，自己立下一个flag，一定要通过接下来的一场考试，就可以称自己为立旗人。例句：这周要加油争取减下五斤，加油，立旗人！
你又在山海经的哪一页,你又在山海经的哪一页是什么梗你又在山海经的哪一页，其实这句话的意思就是说“你是何方妖怪？”。为什么会这么说呢，要知道《山海经》是一本记载着中国古代神话传说的奇说，所以这本书里面记载了各式各样的神奇事情以及各种妖怪和妖兽等等。所以网友就展开想象，把在山海经的哪一页或者在山海经第几页这句话当成是梗来形容别人。所以当别人说这句话的时候，其实就说你是山海经里面的妖怪，至于第几页的就不知道了。其实这个梗多用于形容那些长相非常古怪，而且还会做出一些非常让人疑惑的事情或者行为。但是在山海经的哪一页或者在山海经第
冬天第一颗草莓,冬天第一颗草莓是什么梗冬天第一颗草莓，其实这就是男朋友或者是女朋友送给另一半的冬天里的一种祝福，让你在冬天的寒冷中一直温暖如春。冬天第一颗草莓，其实不论是女生送给男生还是男生送给女生，都是可以的，寓意很完美，祝愿对方“莓心，莓肺，莓烦恼”，在成年人的世界里，没心没肺没烦恼，算是一种很难得的心愿和状态了吧，我把我最期待的生活送给你。冬天第一颗草莓，这是很多的情侣在冬天的一种秀恩爱的方式，后来被大家学习了起来，其实不光是情侣之间，亲人之间，好友之间也是能赠送的。
跨年那天不要穿内裤,跨年那天不要穿内裤是什么梗跨年那天不要穿内裤，寓意来年没有苦头，没有裤头没有苦头谐音梗，这是，我们一起没有苦头，一起来抵抗2021年所发生的各种不好的事情。跨年那天不要穿内裤，是马上就要到2021年了，大家都满怀期待，网上关于新年的话题也越来越多，越来越火热，其中&quot;跨年那天不要穿内裤&quot;这个梗也是比较热门的一个话题。
蛋饺肉丝,蛋饺肉丝是什么梗蛋饺肉丝，这个梗出自《追光吧哥哥》这个节目中，杜淳在节目中演唱歌曲《情人》并跳了一段舞。杜淳在《追光吧哥哥》舞台上一首情人衍生出“蛋饺肉丝”“鹌鹑蛋”两个梗，配合生硬的舞蹈简直不要太搞笑，成功给大家洗脑。演唱的的一句歌词本来是“Feel a little bit dangerous，少了些安全感”，因为发音问题被脑洞大开的网友将歌词给改了。蛋饺肉丝，就是英文dangerous的谐音，网友玩谐音梗，dangerous=蛋饺肉丝，安全感=鹌鹑蛋。节目播出之后，如郑爽所说，杜淳当晚就上了
马言马语,"马言马语是什么梗马言马语，是指混元形意太极门掌门人马保国的一系列金句，包括但不限于年轻人不讲武德、耗子喂汁、有bear来、“原来是佐田”、“看到xx，啪一下我就xx，很快啊！”马保国，“英国混元太极拳协会”创始人，自称“浑元形意太极门掌门人”。太极大师马保国,他曾扬言要为传统功夫正名,结果在某场比赛上被拳击对手30秒KO,后来拍摄了一段被年轻人偷袭的视频，鼻青年肿的，因此火爆全网。马言马语：耗子喂汁、耗子尾汁、大E了沒有闪、年轻人你们不讲武德这好吗这不好、耗耗反思、接化发(接招+化解+发功)。"
有bear来,"有bear来是什么梗有bear来，这是个谐音产生的成语，指的是有备而来，出自马保国解释失败原因时的空耳，马老师曾经说过对面是有备而来，原话是：后来他说他练过三四年泰拳，看来是有备而来。由于有备而来和有bear来，发音起来比较相像，所以很多网友都叫有bear来。类似的还有：有bear来(有备而来),&amp;nbsp;duck不必(大可不必)，深藏blue(深藏不露),Tony带水(拖泥带水)等等例句：这位年轻人一看就是有bear来。对方是有bear来,我们千万不可掉以轻心"
凡尔撒,凡尔撒是什么梗凡尔撒，是对无比凡尔赛的央视主持人撒贝宁的戏称，继凡尔赛之后，“凡尔撒”又登上了微博热搜，而撒贝宁也被冠上了凡尔撒的称号。凡尔撒其实是在央视团建节目中出现的一个聊天的梗。在央视综艺《你好生活》节目中，一众央视名嘴坐在一起回忆自己当年高考哪些事，他们本身都是学霸中的佼佼者，把每个人的经历拿出来说都是凡尔赛的典范，但是没有最凡只有更凡，他们再厉害也凡不过凡尔撒。在《你好生活》节目中，央视主持人张蕾、尼格买提、康辉还有撒贝宁坐在一起聊天，当尼格买提问起张蕾“你们山西当时分数线高吗”，张蕾立
找个厂子上班,找个厂子上班是什么梗找个厂子上班，很多直播间和抖音评论区都有这样一个评论：“找个厂子上班吧”、“找个工地搬砖吧”。找个厂子上班，这个梗最开始来自电竞圈，比如某个主播操作很菜、失误很大的时候，网友观众就会发弹幕让他别玩电子游戏了，赶紧找个厂子上班去吧，意思大概是说：“你这么菜还玩什么游戏啊，赶紧找个厂子上班吧。找个厂子上班，这个梗现在也挺火的，大多数都是形容网友操作下饭，其实有时候也只是调侃，并没有恶意。
男腾讯恋和爱姬艺,男腾讯恋和爱姬艺是什么梗男腾讯恋和爱姬艺，是最近很火的一个梗，这主要是指明年的爱奇艺和腾讯视频的影视作品多是一些双男主和双女主的剧情。男腾讯恋和爱姬艺，出自广大的网友，最初在微博上火起来的叫法，是对腾讯视频明年很多耽美双男主剧，爱奇艺视频明年很多百合双女主剧这种情况的调侃。“男腾讯恋和爱姬艺”是还上了微博上的热搜，大意是：为了应对男腾讯恋，爱奇艺化身爱姬艺。男腾讯恋：指的是已经有三部耽改剧明年会在腾讯视频播出了，《皓衣行》罗云熙、陈飞宇;《左肩有你》（撒野）范丞丞、王安宇等很多双男主戏。爱姬艺：与
爷青回,爷青回是什么梗爷青回，即爷的青春又回来了，一般是指那些知名的人、经典的动画、游戏、影视剧等重新回归或复出。爷青回最早是出现在lpl圈子里，然后抖音、b站，还有一些贴吧论坛的视频评论下都渐渐出现了。不过最常见的用法还是在B站，比如B站某个年更up主突然高产起来，下面就会有人评论“xx高产了，爷的青春结束了”、或者“xx不空技能了，爷的青春结束了”等等。这类人也被称为青结工。网友们通过“爷青回”这样的梗来表达自己青春时期出现的经典事物重新回来的一种感慨。
两行白泪上青天,两行白泪上青天是什么梗两行白泪上青天，这个梗是来自一位美妆博主：酸奶精，她经常在网上测评一些化妆品，因为没有滤镜，完全是真实的镜头效果，因此很受大家的欢迎。她在一个视频里是测试的某个大牌新出的气垫，但是万万没想到，最后的效果居然这么好玩。在上完了底妆之后，博主准备测试一下防水的效果，于是盯着屏幕，流出了两滴眼泪。但是没想到，眼泪把底妆给晕开了，脸上多了两条白白的线。博主看到之后就惊呆了，直呼这是“两行白泪上青天”。所以不少网友说，女人不要轻易掉眼泪，不然一不小心就“两行白泪上青天”了。
相辱以墨,相辱以墨是什么梗相辱以墨，就是“相濡以沫”谐音所演变而来，带其中所表达的含义并不是原有的意思。相辱以墨，本来是“相濡以沫”的，但是最近被拿来形容文化人之间的吵架大战了，就变成了相辱以墨，十分的生动和形象，因为文化人撕，不带一个脏字，被内涵的体无完肤。文化人的撕逼方式就被称为：相辱以墨。疯狗撕逼： 相汪于江湖。文化人撕不过疯狗：相辱以墨不如相汪于江湖。
去码头整点薯条,去码头整点薯条是什么梗去码头整点薯条，来源于一张图，两只鸟的对话，一个是思考着哲学问题，另一个就想去码头整点薯条，这就衍生成为了一个非常有意思的对话了。人活着是为了什么？为了去码头整点薯条。去码头整点薯条，这个梗是个图片梗，虽然表面上是两只鸽子的对话，一只在讨论生存的意义，一只一心要去码头整点薯条，搞笑又非常有哲理，说出了大多数人的生活状态，就是为了去码头上整点薯条，也就是为了生存吃饭而奔波忙碌。去码头整点薯条对话：“我们要飞向何方?”“我打算待会去码头整点薯条。”“你误会我了伙计，我说的是咱们这
干饭人,干饭人是什么梗干饭人，指的是吃饭的时候很积极很狂野的人，调侃来讲就是：干啥啥不行干饭第一名。干饭人火起来之后很多人晒自己的用餐照片的时候，都会配上这样的一句话，那就是“干饭人，干饭魂，干饭都是人上人”。干饭人，这个词能让人想到上学时期一下课就冲向食堂的样子，太真实了，真是干饭人的代表了。冲鸭!干饭人!干饭人的梗最早出自抖音视频里的一个主播，他每次拍视频的时候，手里总会拿一个饭碗，开始吃饭前会说一句‘干饭了干饭了’，他家养的鸡会应景的抢走菜。干饭人干饭魂干饭都是人上人的另一种解释是，如果你连饭都干不
吃圭人,吃圭人是什么梗吃圭人，其实指的就是吃了两次土的人，因为今年他们为双十一付了两次尾款，收了两拨快递，吃了两次土。最近打工人这个梗很火，大家经常说“加油打工人”，以此来鼓励自己。同样的，最近也火了一个新词，叫“吃圭人”，“加油吃圭人”。今年的双十一火了很多新的词，比如说“尾款人”，“吃圭人”，四处“抄作业”，但收到快递后又“破递为笑”，完整讲述了很多网友的心路历程。每年双十一的时候，似乎成了一个循环，嘴上说着没啥想买的，结果花钱的时候感觉是很潇洒，过后吃土也是真的狼狈。剁手一时爽，转眼吃土忙。但是到了
天气卡组,天气卡组是什么梗天气卡组，是卡牌策略游戏的一组牌，不过现在很多人都把这个当成一个梗来说。“卡组”是对日语デッキ（即deck：指甲板；层面；一副牌；桥面；平台；牌组）的翻译。简单来说，天气卡组就是从卡牌策略游戏打“天气”这组牌延伸出来的梗，指和不熟悉的人聊天的尬聊，就像是卡牌策略游戏打“天气”这组牌。比如，聊天聊不下去，很尬的时候，为了不冷场提起天气的话题说：今天烦人天气真好啊
痛苦面具,痛苦面具是什么梗痛苦面具，是手游《王者荣耀》中的一件装备，是法师用的。原型是《英雄联盟》中的兰德里的折磨，也是一个面具，不过LOL中的面具眼睛流血，《王者荣耀》模仿以后把装备做了调整。痛苦面具这个梗则是出自网络视频，短视频中的男子似乎是因为分手或被甩后流露的表情十分魔性，让人感受到悲伤的同时又忍不住笑出声。因为他的表情像极了游戏中的“痛苦面具”的表情，所以被称为痛苦面具男孩，于是这个梗就传开了。网络上也掀起了一股痛苦面具风，众多视频纷纷效仿，于是网络上那些表情非常痛苦，且扭曲魔性的表情就会获得痛苦
五哈原则,五哈原则是什么梗五哈原则，就是指的的是在和他人的人际交往的时候，如果要表达开心的事情，使用的“哈”字不能少于五个。五哈原则，是因为少于五个的话，他们的定义是一个哈表示滚，两个哈不真诚，三四个哈太敷衍，只有五个哈才能完美的表达自己的情绪，很多人觉得这个五哈原则真的是十分必要。
人间直尺,人间直尺是什么梗人间直尺，是调侃一个人是钢铁直男，十分不解风情，撩不动。人间直尺，网友在看《半是蜜糖半是伤》时刷到弹幕说李小川是人间直尺，越看下去越像怎么撩都撩不动，还不按套路出牌打得你措手不及。王以纶在《半是蜜糖半是伤》中饰演的李小川，是一位成绩优异、专注做软件的理工男，天赐一副小说男主标配的帅气面孔，但也是一个“钢铁直男”，十分不解风情，被网友戏称为“人间直尺”。
反向凡尔赛文学,反向凡尔赛文学是什么梗反向凡尔赛文学，是最近凡尔赛文学大火之后又出来一个“反向凡尔赛文学”，实际就是反过来“明褒暗贬”，就是看“反向凡尔赛文学”的开头是在“炫耀“吹牛”“显摆”，但是看到最后你会发现，原来是在“自嘲”“哭穷”的。反向凡尔赛文学例子：我今年23岁，北京三环两套房子几十万的包能摆满墙可这些都是我父母给我的而是我通过自己努力做梦梦出来的
综艺之神,综艺之神是什么梗综艺之神，这个称号很多人都在网络上听到过。其实综艺之神，说的就是那些在综艺节目中有良好表现，非常具有综艺感的嘉宾。一个综艺，除了剪辑以外，最离不开嘉宾们的表现，抛梗、接包袱这些都必须做得好。在综艺中，有时候运气也是实力的一部分，有的明星在参加综艺的时候，运气特别差，因此搞出了特别搞笑的事情，这些都是被综艺之神眷顾的。并不是所有人都能被综艺之神关注，也并不是所有优秀的演员和明星都能被称为综艺之神。例如，李光洙凭着在《runningman》中的各种考验成为了韩国的“综艺之神
冬天的第一根糖葫芦,冬天的第一根糖葫芦是什么梗冬天的第一根糖葫芦，是最近不少网友会看到“冬天的第一根糖葫芦”这种朋友圈，看到这个冬天的第一根糖葫芦应该就会想起之前的秋天的第一杯奶茶。冬天的第一根糖葫芦跟秋天的第一杯奶茶，表达的都是差不多的意思。最近有很多网友在朋友圈晒图表示想要冬天第一根糖葫芦，其实是网友想要收到冬天的第一根糖葫芦，想要感受被爱的温暖感觉。
塌房人,塌房人是什么梗塌房人，指的是房子塌了的集美们，房子塌了是指爱豆谈恋爱了，因此塌房人就是爱豆谈恋爱了粉丝们。比如，在很多偶像爆出恋情之后，饭圈塌房人又火了，塌房人们都在互相安慰了，毕竟房子是塌了一座又一座啊，追星有风险。
凡学家,凡学家是什么梗凡学家，这里的凡学指的是凡尔赛文学。所谓的“凡学家”，指的就是那些喜欢在朋友圈里写凡尔赛文学的人。凡尔赛文学这个词最早出自漫画《凡尔赛玫瑰》，这不是什么新的文学形式，这是最近网络上流行的一个梗，指的是那些在朋友圈里发大段文字，明着诉苦实际上是在炫耀的内容。凡学家，感觉自己是个优雅贵族，现常用来指那些朋友圈贵族。这些朋友圈贵族往往其实只是一般人，或是有点钱，喜欢在朋友圈里炫富，或者是秀恩爱。简单来说就是要不经意的炫耀自己的想要炫耀的东西，然后文字还要显得自己很苦恼很不高兴的样子。凡学家
凡尔赛文学,凡尔赛文学是什么梗凡尔赛文学，这一词由来已久，一句话总结凡尔赛文学就是“在社交平台用看似平和的文字，不经意间流露出自己的优越感。凡尔赛文学，这个词最早出自漫画《凡尔赛玫瑰》，这不是什么新的文学形式，这是最近网络上流行的一个梗，指的是那些在朋友圈里发大段文字，明着诉苦实际上是在炫耀的内容。凡尔赛文学的核心是要反着来，明明是想炫耀，但是要先抑后扬。凡尔赛文学，是一种在社交媒体平台上或日常交流中，通过一些反向描述，先抑后扬、明贬暗褒、自问自答、第三人称夸自己等方式，假装不经意间炫耀、秀优越的的方法。凡尔
凡尔赛文学家,凡尔赛文学家是什么梗凡尔赛文学家，简称为“凡学家”，指的就是那些喜欢在朋友圈里写凡尔赛文学的人。凡尔赛文学这个词最早出自漫画《凡尔赛玫瑰》，这不是什么新的文学形式，这是最近网络上流行的一个梗，指的是那些在朋友圈里发大段文字，明着诉苦实际上是在炫耀的内容。凡尔赛文学家，感觉自己是个优雅贵族，现常用来指那些朋友圈贵族。这些“凡学家”往往其实只是一般人，或是有点钱，喜欢在朋友圈里炫富，或者是秀恩爱。简单来说就是要不经意的炫耀自己的想要炫耀的东西，然后文字还要显得自己很苦恼很不高兴的样子。凡尔赛文学家们在
凡尔赛式爱情,凡尔赛式爱情是什么梗凡尔赛式爱情，很多人第一时间想到的可能是凡尔赛宫，但是凡尔赛式爱情却跟凡尔赛宫没有什么关系。凡尔赛式爱情，这里的凡尔赛指的是凡尔赛文学。“凡尔赛文学”这个词最早出自漫画《凡尔赛玫瑰》，这不是什么新的文学形式，这是最近网络上流行的一个梗，指的是那些在朋友圈里发大段文字，明着诉苦实际上是在炫耀的内容。凡尔赛式爱情，就是从凡尔赛文学这个梗里延伸出来的，指的是那种通过“凡尔赛文学”秀恩爱的爱情，因为文风很像是古早的言情小说，所以被不少网友当成段子来看。凡尔赛式爱情实际上是一种“高级的秀
万物皆可凡尔赛,万物皆可凡尔赛是什么梗万物皆可凡尔赛，就是任何人，任何事情，都可以用凡尔赛文学体展示出来。凡尔赛什么意思凡尔赛，意思是生活得高贵、奢华，且想通过一些反向的表述，来不经意地透露出自己的优越生活的人，一般用来调侃。举例：老公竟然送了我一辆粉红的兰博基尼，这颜色选得也太直男了吧，哎，怎么跟他说我不喜欢这个颜色呢？一人一句凡尔赛语录1、中午我惬意地躺在阳台上晒太阳，优雅地拿起一根烟和旁边的打火机。什么?那居然是玛莎拉蒂的钥匙而不是打火机?我生气的将它抛到楼下的花园里并破口大骂：“搞什么，几万平米的家里连个
yyds,yyds是什么梗yyds，是网络用语“永远的神”的缩写，刷微博或者看直播的时候老是看人刷yyds的弹幕。yyds，这个梗的由来是因为山泥若（前职业选手，现在是一名主播）在直播时有一次这样称呼Uzi，他把Uzi称作永远滴神。后来随着水友们的不断重复，就变成了现在大家熟知的一个梗。
大司马八分钟预言,大司马八分钟预言是什么梗大司马八分钟预言，这里的大司马是一个很有名的游戏主播。八分钟预言是在之前的滔博对阵苏宁的s10半决赛上面，芜湖大司马作为嘉宾进行了解说，但是前面的解说效果不是很好，被很多人狂喷。后面大司马在导播的帮助下，也是渐渐的降低了说话的频率。不过神奇的是，大司马在整场比赛解说完之后居然没有被骂，还有人在刷一个8分钟预言的梗。八分钟预言这个梗是在大司马解说第三场比赛的时候，大司马直接预言苏宁会在8分钟之后发动进攻结束比赛，但是旁边的解说都是完全不相信大司马的预测，觉得8分钟的时间实在是
秋天的第一个包包,秋天的第一个包包是什么梗秋天的第一个包包，是抖音上面出现的一个新的梗，一听这个词大家应该就知道了，一定是和“秋天的第一杯奶茶”有点关系，秋天的第一个包包这个梗也是一种表现对对方关心的意思。秋天的第一个包包，其实并不是一个真的包包，其实就是用零食做成的一个零食包包，用棒棒糖和一板奶制作出来的，非常的有意思。首先需要准备好一溜没有撕开的阿尔卑斯棒棒糖，和一排奶，可以说旺仔牛奶，也能是ad钙奶，然后将棒棒糖作为宝宝的带子，奶作为包包，用胶带粘在一起做成个包包的形状即可。许多网友就表示想要收到身边心爱的人
独轮车,独轮车是什么梗独轮车，是在互联网的帖子、聊天中经常出现的一个网络词汇。在互联网环境下独轮车的意思是:就是一个人一直刷同一句话，他/她会一直不断的刷一句相同的话。独轮车原本是个插件名字，专门就用来发弹幕的，主要使用场景是直播平台里，功能是用来一直发一条条重复弹幕的，概念上和复读机这个词类似，只不过复读机是用户间相互复读。&amp;nbsp;使用独轮车这一类插件发弹幕，类似有点是刷直播人气、存在感的一种方式，比如说自己喜欢的主播直播间聊天人数少、人气低，那么就有人用这类插件来帮忙刷弹幕。另外也有人将独轮车这种
弹幕独轮车,弹幕独轮车是什么梗弹幕独轮车，这个梗是一个关于弹幕的梗。独轮车在弹幕中的的意思是很简单的，就是形容疯狂复制发同一条或者几条相同的弹幕。独轮车原本是个插件名字，专门就用来发弹幕的，主要使用场景是直播平台里，功能是用来一直发一条条重复弹幕的，概念上和复读机这个词类似，只不过复读机是用户间相互复读。&amp;nbsp;使用独轮车这一类插件发弹幕，类似有点是刷直播人气、存在感的一种方式，比如说自己喜欢的主播直播间聊天人数少、人气低，那么就有人用这类插件来帮忙刷弹幕。另外也有人将独轮车这种插件用来攻击某些不喜欢的主
